Year,Region,School,Family,Students
2018,노원구,초등학교,외국인가정 자녀,21
2018,노원구,중학교,국제결혼가정 자녀,77
2018,노원구,중학교,외국인가정 자녀,5
2018,노원구,고등학교,국제결혼가정 자녀,92
2018,노원구,고등학교,외국인가정 자녀,3
2019,노원구,초등학교,국제결혼가정 자녀,425
2019,노원구,초등학교,외국인가정 자녀,31
2019,노원구,중학교,국제결혼가정 자녀,78
2019,노원구,중학교,외국인가정 자녀,8
2019,노원구,고등학교,국제결혼가정 자녀,71
2019,노원구,고등학교,외국인가정 자녀,7
2020,노원구,초등학교,국제결혼가정 자녀,398
2020,노원구,초등학교,외국인가정 자녀,32
2020,노원구,중학교,국제결혼가정 자녀,80
2020,노원구,중학교,외국인가정 자녀,17
2020,노원구,고등학교,국제결혼가정 자녀,73
2020,노원구,고등학교,외국인가정 자녀,10
2021,노원구,초등학교,국제결혼가정 자녀,382
2021,노원구,초등학교,외국인가정 자녀,31
2021,노원구,중학교,국제결혼가정 자녀,134
2021,노원구,중학교,외국인가정 자녀,14
2021,노원구,고등학교,국제결혼가정 자녀,68
2021,노원구,고등학교,외국인가정 자녀,21
2022,노원구,초등학교,국제결혼가정 자녀,382
2022,노원구,초등학교,외국인가정 자녀,34
2022,노원구,중학교,국제결혼가정 자녀,154
2022,노원구,중학교,외국인가정 자녀,11
2022,노원구,고등학교,국제결혼가정 자녀,112
2022,노원구,고등학교,외국인가정 자녀,22
2023,노원구,초등학교,국제결혼가정 자녀,350
2023,노원구,초등학교,외국인가정 자녀,42
2023,노원구,중학교,국제결혼가정 자녀,166
2023,노원구,중학교,외국인가정 자녀,11
2023,노원구,고등학교,국제결혼가정 자녀,129
2023,노원구,고등학교,외국인가정 자녀,29
2013,도봉구,초등학교,국제결혼가정 자녀,171
2013,도봉구,초등학교,외국인가정 자녀,10
2013,도봉구,중학교,국제결혼가정 자녀,28
2013,도봉구,중학교,외국인가정 자녀,4
2013,도봉구,고등학교,국제결혼가정 자녀,15
2013,도봉구,고등학교,외국인가정 자녀,5
2014,도봉구,초등학교,국제결혼가정 자녀,176
2014,도봉구,초등학교,외국인가정 자녀,10
2014,도봉구,중학교,국제결혼가정 자녀,40
2014,도봉구,중학교,외국인가정 자녀,1
2014,도봉구,고등학교,국제결혼가정 자녀,24
2014,도봉구,고등학교,외국인가정 자녀,1
2015,도봉구,초등학교,국제결혼가정 자녀,218
2015,도봉구,초등학교,외국인가정 자녀,17
2015,도봉구,중학교,국제결혼가정 자녀,47
2015,도봉구,고등학교,국제결혼가정 자녀,28
2015,도봉구,고등학교,외국인가정 자녀,7
2016,도봉구,초등학교,국제결혼가정 자녀,276
2016,도봉구,초등학교,외국인가정 자녀,21
2016,도봉구,중학교,국제결혼가정 자녀,44
2016,도봉구,중학교,외국인가정 자녀,4
2016,도봉구,고등학교,국제결혼가정 자녀,18
2016,도봉구,고등학교,외국인가정 자녀,7
2017,도봉구,초등학교,국제결혼가정 자녀,311
2017,도봉구,초등학교,외국인가정 자녀,13
2017,도봉구,중학교,국제결혼가정 자녀,51
2017,도봉구,중학교,외국인가정 자녀,6
2017,도봉구,고등학교,국제결혼가정 자녀,14
2017,도봉구,고등학교,외국인가정 자녀,6
2018,도봉구,초등학교,국제결혼가정 자녀,364
2018,도봉구,초등학교,외국인가정 자녀,25
2018,도봉구,중학교,국제결혼가정 자녀,43
2018,도봉구,중학교,외국인가정 자녀,7
2018,도봉구,고등학교,국제결혼가정 자녀,19
2018,도봉구,고등학교,외국인가정 자녀,6
2019,도봉구,초등학교,국제결혼가정 자녀,369
2019,도봉구,초등학교,외국인가정 자녀,21
2019,도봉구,중학교,국제결혼가정 자녀,64
2019,도봉구,중학교,외국인가정 자녀,2
2019,도봉구,고등학교,국제결혼가정 자녀,24
2019,도봉구,고등학교,외국인가정 자녀,9
2020,도봉구,초등학교,국제결혼가정 자녀,362
2020,도봉구,초등학교,외국인가정 자녀,22
2020,도봉구,중학교,국제결혼가정 자녀,72
2020,도봉구,중학교,외국인가정 자녀,7
2020,도봉구,고등학교,국제결혼가정 자녀,27
2020,도봉구,고등학교,외국인가정 자녀,11
2021,도봉구,초등학교,국제결혼가정 자녀,374
2021,도봉구,초등학교,외국인가정 자녀,27
2021,도봉구,중학교,국제결혼가정 자녀,86
2021,도봉구,중학교,외국인가정 자녀,14
2021,도봉구,고등학교,국제결혼가정 자녀,24
2021,도봉구,고등학교,외국인가정 자녀,12
2022,도봉구,초등학교,국제결혼가정 자녀,373
2022,도봉구,초등학교,외국인가정 자녀,27
2022,도봉구,중학교,국제결혼가정 자녀,107
2022,도봉구,중학교,외국인가정 자녀,14
2022,도봉구,고등학교,국제결혼가정 자녀,33
2022,도봉구,고등학교,외국인가정 자녀,8
2023,도봉구,초등학교,국제결혼가정 자녀,383
2023,도봉구,초등학교,외국인가정 자녀,42
2023,도봉구,중학교,국제결혼가정 자녀,108
2023,도봉구,중학교,외국인가정 자녀,15
2023,도봉구,고등학교,국제결혼가정 자녀,40
2023,도봉구,고등학교,외국인가정 자녀,8
2013,동대문구,초등학교,국제결혼가정 자녀,195
2013,동대문구,초등학교,외국인가정 자녀,41
2013,동대문구,중학교,국제결혼가정 자녀,45
2013,동대문구,중학교,외국인가정 자녀,13
2013,동대문구,고등학교,국제결혼가정 자녀,19
2013,동대문구,고등학교,외국인가정 자녀,8
2014,동대문구,초등학교,국제결혼가정 자녀,236
2014,동대문구,초등학교,외국인가정 자녀,42
2014,동대문구,중학교,국제결혼가정 자녀,54
2014,동대문구,중학교,외국인가정 자녀,9
2014,동대문구,고등학교,국제결혼가정 자녀,22
2014,동대문구,고등학교,외국인가정 자녀,3
2015,동대문구,초등학교,국제결혼가정 자녀,257
2015,동대문구,초등학교,외국인가정 자녀,62
2015,동대문구,중학교,국제결혼가정 자녀,57
2015,동대문구,중학교,외국인가정 자녀,19
2015,동대문구,고등학교,국제결혼가정 자녀,18
2015,동대문구,고등학교,외국인가정 자녀,3
2016,동대문구,초등학교,국제결혼가정 자녀,275
2016,동대문구,초등학교,외국인가정 자녀,88
2016,동대문구,중학교,국제결혼가정 자녀,75
2016,동대문구,중학교,외국인가정 자녀,32
2016,동대문구,고등학교,국제결혼가정 자녀,31
2016,동대문구,고등학교,외국인가정 자녀,3
2017,동대문구,초등학교,국제결혼가정 자녀,314
2017,동대문구,초등학교,외국인가정 자녀,71
2017,동대문구,중학교,국제결혼가정 자녀,75
2017,동대문구,중학교,외국인가정 자녀,23
2017,동대문구,고등학교,국제결혼가정 자녀,40
2017,동대문구,고등학교,외국인가정 자녀,7
2018,동대문구,초등학교,국제결혼가정 자녀,334
2018,동대문구,초등학교,외국인가정 자녀,104
2018,동대문구,중학교,국제결혼가정 자녀,85
2018,동대문구,중학교,외국인가정 자녀,29
2018,동대문구,고등학교,국제결혼가정 자녀,39
2018,동대문구,고등학교,외국인가정 자녀,24
2019,동대문구,초등학교,국제결혼가정 자녀,370
2019,동대문구,초등학교,외국인가정 자녀,120
2019,동대문구,중학교,국제결혼가정 자녀,82
2019,동대문구,중학교,외국인가정 자녀,34
2019,동대문구,고등학교,국제결혼가정 자녀,52
2019,동대문구,고등학교,외국인가정 자녀,14
2020,동대문구,초등학교,국제결혼가정 자녀,374
2020,동대문구,초등학교,외국인가정 자녀,143
2020,동대문구,중학교,국제결혼가정 자녀,87
2020,동대문구,중학교,외국인가정 자녀,38
2020,동대문구,고등학교,국제결혼가정 자녀,54
2020,동대문구,고등학교,외국인가정 자녀,11
2021,동대문구,초등학교,국제결혼가정 자녀,357
2021,동대문구,초등학교,외국인가정 자녀,139
2021,동대문구,중학교,국제결혼가정 자녀,117
2021,동대문구,중학교,외국인가정 자녀,43
2021,동대문구,고등학교,국제결혼가정 자녀,65
2021,동대문구,고등학교,외국인가정 자녀,23
2022,동대문구,초등학교,국제결혼가정 자녀,338
2022,동대문구,초등학교,외국인가정 자녀,127
2022,동대문구,중학교,국제결혼가정 자녀,142
2022,동대문구,중학교,외국인가정 자녀,40
2022,동대문구,고등학교,국제결혼가정 자녀,56
2022,동대문구,고등학교,외국인가정 자녀,27
2023,동대문구,초등학교,국제결혼가정 자녀,349
2023,동대문구,초등학교,외국인가정 자녀,158
2023,동대문구,중학교,국제결혼가정 자녀,153
2023,동대문구,중학교,외국인가정 자녀,43
2023,동대문구,고등학교,국제결혼가정 자녀,56
2023,동대문구,고등학교,외국인가정 자녀,25
2013,동작구,초등학교,국제결혼가정 자녀,173
2013,동작구,초등학교,외국인가정 자녀,39
2013,동작구,중학교,국제결혼가정 자녀,41
2013,동작구,중학교,외국인가정 자녀,10
2013,동작구,고등학교,국제결혼가정 자녀,14
2013,동작구,고등학교,외국인가정 자녀,2
2014,동작구,초등학교,국제결혼가정 자녀,185
2014,동작구,초등학교,외국인가정 자녀,39
2014,동작구,중학교,국제결혼가정 자녀,46
2014,동작구,중학교,외국인가정 자녀,14
2014,동작구,고등학교,국제결혼가정 자녀,13
2015,동작구,초등학교,국제결혼가정 자녀,199
2015,동작구,초등학교,외국인가정 자녀,77
2015,동작구,중학교,국제결혼가정 자녀,58
2015,동작구,중학교,외국인가정 자녀,9
2015,동작구,고등학교,국제결혼가정 자녀,10
2016,동작구,초등학교,국제결혼가정 자녀,229
2016,동작구,초등학교,외국인가정 자녀,97
2016,동작구,중학교,국제결혼가정 자녀,49
2016,동작구,중학교,외국인가정 자녀,17
2016,동작구,고등학교,국제결혼가정 자녀,20
2016,동작구,고등학교,외국인가정 자녀,4
2017,동작구,초등학교,국제결혼가정 자녀,282
2017,동작구,초등학교,외국인가정 자녀,102
2017,동작구,중학교,국제결혼가정 자녀,52
2017,동작구,중학교,외국인가정 자녀,9
2017,동작구,고등학교,국제결혼가정 자녀,26
2017,동작구,고등학교,외국인가정 자녀,15
2018,동작구,초등학교,국제결혼가정 자녀,297
2018,동작구,초등학교,외국인가정 자녀,127
2018,동작구,중학교,국제결혼가정 자녀,51
2018,동작구,중학교,외국인가정 자녀,17
2018,동작구,고등학교,국제결혼가정 자녀,38
2018,동작구,고등학교,외국인가정 자녀,9
2019,동작구,초등학교,국제결혼가정 자녀,311
2019,동작구,초등학교,외국인가정 자녀,160
2019,동작구,중학교,국제결혼가정 자녀,69
2019,동작구,중학교,외국인가정 자녀,23
2019,동작구,고등학교,국제결혼가정 자녀,34
2019,동작구,고등학교,외국인가정 자녀,9
2020,동작구,초등학교,국제결혼가정 자녀,308
2020,동작구,초등학교,외국인가정 자녀,181
2020,동작구,중학교,국제결혼가정 자녀,76
2020,동작구,중학교,외국인가정 자녀,37
2020,동작구,고등학교,국제결혼가정 자녀,43
2020,동작구,고등학교,외국인가정 자녀,8
2021,동작구,초등학교,국제결혼가정 자녀,312
2021,동작구,초등학교,외국인가정 자녀,156
2021,동작구,중학교,국제결혼가정 자녀,92
2021,동작구,중학교,외국인가정 자녀,37
2021,동작구,고등학교,국제결혼가정 자녀,47
2021,동작구,고등학교,외국인가정 자녀,10
2022,동작구,초등학교,국제결혼가정 자녀,339
2022,동작구,초등학교,외국인가정 자녀,145
2022,동작구,중학교,국제결혼가정 자녀,98
2022,동작구,중학교,외국인가정 자녀,30
2022,동작구,고등학교,국제결혼가정 자녀,42
2022,동작구,고등학교,외국인가정 자녀,11
2023,동작구,초등학교,국제결혼가정 자녀,281
2023,동작구,초등학교,외국인가정 자녀,188
2023,동작구,중학교,국제결혼가정 자녀,108
2023,동작구,중학교,외국인가정 자녀,33
2023,동작구,고등학교,국제결혼가정 자녀,40
2023,동작구,고등학교,외국인가정 자녀,14
2013,마포구,초등학교,국제결혼가정 자녀,182
2013,마포구,초등학교,외국인가정 자녀,20
2013,마포구,중학교,국제결혼가정 자녀,38
2013,마포구,중학교,외국인가정 자녀,4
2013,마포구,고등학교,국제결혼가정 자녀,17
2013,마포구,고등학교,외국인가정 자녀,6
2014,마포구,초등학교,국제결혼가정 자녀,195
2014,마포구,초등학교,외국인가정 자녀,25
2014,마포구,중학교,국제결혼가정 자녀,43
2014,마포구,중학교,외국인가정 자녀,4
2014,마포구,고등학교,국제결혼가정 자녀,22
2015,마포구,초등학교,국제결혼가정 자녀,228
2015,마포구,초등학교,외국인가정 자녀,36
2015,마포구,중학교,국제결혼가정 자녀,48
2015,마포구,중학교,외국인가정 자녀,10
2015,마포구,고등학교,국제결혼가정 자녀,28
2015,마포구,고등학교,외국인가정 자녀,5
2016,마포구,초등학교,국제결혼가정 자녀,240
2016,마포구,초등학교,외국인가정 자녀,87
2016,마포구,중학교,국제결혼가정 자녀,62
2016,마포구,중학교,외국인가정 자녀,23
2016,마포구,고등학교,국제결혼가정 자녀,31
2016,마포구,고등학교,외국인가정 자녀,3
2017,마포구,초등학교,국제결혼가정 자녀,267
2017,마포구,초등학교,외국인가정 자녀,40
2017,마포구,중학교,국제결혼가정 자녀,63
2017,마포구,중학교,외국인가정 자녀,7
2017,마포구,고등학교,국제결혼가정 자녀,27
2017,마포구,고등학교,외국인가정 자녀,1
2018,마포구,초등학교,국제결혼가정 자녀,262
2018,마포구,초등학교,외국인가정 자녀,32
2018,마포구,중학교,국제결혼가정 자녀,59
2018,마포구,중학교,외국인가정 자녀,6
2018,마포구,고등학교,국제결혼가정 자녀,21
2018,마포구,고등학교,외국인가정 자녀,9
2019,마포구,초등학교,국제결혼가정 자녀,261
2019,마포구,초등학교,외국인가정 자녀,40
2019,마포구,중학교,국제결혼가정 자녀,68
2019,마포구,중학교,외국인가정 자녀,11
2019,마포구,고등학교,국제결혼가정 자녀,26
2019,마포구,고등학교,외국인가정 자녀,12
2020,마포구,초등학교,국제결혼가정 자녀,241
2020,마포구,초등학교,외국인가정 자녀,37
2020,마포구,중학교,국제결혼가정 자녀,71
2020,마포구,중학교,외국인가정 자녀,9
2020,마포구,고등학교,국제결혼가정 자녀,36
2020,마포구,고등학교,외국인가정 자녀,9
2021,마포구,초등학교,국제결혼가정 자녀,247
2021,마포구,초등학교,외국인가정 자녀,38
2021,마포구,중학교,국제결혼가정 자녀,81
2021,마포구,중학교,외국인가정 자녀,17
2021,마포구,고등학교,국제결혼가정 자녀,40
2021,마포구,고등학교,외국인가정 자녀,14
2022,마포구,초등학교,국제결혼가정 자녀,246
2022,마포구,초등학교,외국인가정 자녀,32
2022,마포구,중학교,국제결혼가정 자녀,97
2022,마포구,중학교,외국인가정 자녀,17
2022,마포구,고등학교,국제결혼가정 자녀,38
2022,마포구,고등학교,외국인가정 자녀,14
2023,마포구,초등학교,국제결혼가정 자녀,264
2023,마포구,초등학교,외국인가정 자녀,38
2023,마포구,중학교,국제결혼가정 자녀,91
2023,마포구,중학교,외국인가정 자녀,16
2023,마포구,고등학교,국제결혼가정 자녀,56
2023,마포구,고등학교,외국인가정 자녀,10
2013,서대문구,초등학교,국제결혼가정 자녀,148
2013,서대문구,초등학교,외국인가정 자녀,24
2013,서대문구,중학교,국제결혼가정 자녀,57
2013,서대문구,중학교,외국인가정 자녀,10
2013,서대문구,고등학교,국제결혼가정 자녀,14
2013,서대문구,고등학교,외국인가정 자녀,2
2014,서대문구,초등학교,국제결혼가정 자녀,164
2014,서대문구,초등학교,외국인가정 자녀,19
2014,서대문구,중학교,국제결혼가정 자녀,63
2014,서대문구,중학교,외국인가정 자녀,8
2014,서대문구,고등학교,국제결혼가정 자녀,17
2014,서대문구,고등학교,외국인가정 자녀,1
2015,서대문구,초등학교,국제결혼가정 자녀,195
2015,서대문구,초등학교,외국인가정 자녀,32
2015,서대문구,중학교,국제결혼가정 자녀,55
2015,서대문구,중학교,외국인가정 자녀,23
2015,서대문구,고등학교,국제결혼가정 자녀,13
2015,서대문구,고등학교,외국인가정 자녀,4
2016,서대문구,초등학교,국제결혼가정 자녀,205
2016,서대문구,초등학교,외국인가정 자녀,38
2016,서대문구,중학교,국제결혼가정 자녀,60
2016,서대문구,중학교,외국인가정 자녀,21
2016,서대문구,고등학교,국제결혼가정 자녀,17
2016,서대문구,고등학교,외국인가정 자녀,8
2017,서대문구,초등학교,국제결혼가정 자녀,220
2017,서대문구,초등학교,외국인가정 자녀,33
2017,서대문구,중학교,국제결혼가정 자녀,75
2017,서대문구,중학교,외국인가정 자녀,12
2017,서대문구,고등학교,국제결혼가정 자녀,17
2017,서대문구,고등학교,외국인가정 자녀,8
2018,서대문구,초등학교,국제결혼가정 자녀,232
2018,서대문구,초등학교,외국인가정 자녀,37
2018,서대문구,중학교,국제결혼가정 자녀,75
2018,서대문구,중학교,외국인가정 자녀,14
2018,서대문구,고등학교,국제결혼가정 자녀,15
2018,서대문구,고등학교,외국인가정 자녀,3
2019,서대문구,초등학교,국제결혼가정 자녀,267
2019,서대문구,초등학교,외국인가정 자녀,39
2019,서대문구,중학교,국제결혼가정 자녀,74
2019,서대문구,중학교,외국인가정 자녀,18
2019,서대문구,고등학교,국제결혼가정 자녀,24
2019,서대문구,고등학교,외국인가정 자녀,8
2020,서대문구,초등학교,국제결혼가정 자녀,246
2020,서대문구,초등학교,외국인가정 자녀,41
2020,서대문구,중학교,국제결혼가정 자녀,80
2020,서대문구,중학교,외국인가정 자녀,11
2020,서대문구,고등학교,국제결혼가정 자녀,27
2020,서대문구,고등학교,외국인가정 자녀,5
2021,서대문구,초등학교,국제결혼가정 자녀,276
2021,서대문구,초등학교,외국인가정 자녀,36
2021,서대문구,중학교,국제결혼가정 자녀,87
2021,서대문구,중학교,외국인가정 자녀,12
2021,서대문구,고등학교,국제결혼가정 자녀,31
2021,서대문구,고등학교,외국인가정 자녀,9
2022,서대문구,초등학교,국제결혼가정 자녀,281
2022,서대문구,초등학교,외국인가정 자녀,32
2022,서대문구,중학교,국제결혼가정 자녀,97
2022,서대문구,중학교,외국인가정 자녀,15
2022,서대문구,고등학교,국제결혼가정 자녀,35
2022,서대문구,고등학교,외국인가정 자녀,7
2023,서대문구,초등학교,국제결혼가정 자녀,266
2023,서대문구,초등학교,외국인가정 자녀,34
2023,서대문구,중학교,국제결혼가정 자녀,90
2023,서대문구,중학교,외국인가정 자녀,17
2023,서대문구,고등학교,국제결혼가정 자녀,39
2023,서대문구,고등학교,외국인가정 자녀,6
2013,서초구,초등학교,국제결혼가정 자녀,71
2013,서초구,초등학교,외국인가정 자녀,22
2013,서초구,중학교,국제결혼가정 자녀,17
2013,서초구,중학교,외국인가정 자녀,4
2013,서초구,고등학교,국제결혼가정 자녀,11
2013,서초구,고등학교,외국인가정 자녀,5
2014,서초구,초등학교,국제결혼가정 자녀,96
2014,서초구,초등학교,외국인가정 자녀,7
2014,서초구,중학교,국제결혼가정 자녀,27
2014,서초구,중학교,외국인가정 자녀,2
2014,서초구,고등학교,국제결혼가정 자녀,17
2014,서초구,고등학교,외국인가정 자녀,6
2015,서초구,초등학교,국제결혼가정 자녀,98
2015,서초구,초등학교,외국인가정 자녀,9
2015,서초구,중학교,국제결혼가정 자녀,20
2015,서초구,중학교,외국인가정 자녀,4
2015,서초구,고등학교,국제결혼가정 자녀,20
2015,서초구,고등학교,외국인가정 자녀,6
2016,서초구,초등학교,국제결혼가정 자녀,109
2016,서초구,초등학교,외국인가정 자녀,12
2016,서초구,중학교,국제결혼가정 자녀,30
2016,서초구,중학교,외국인가정 자녀,3
2016,서초구,고등학교,국제결혼가정 자녀,28
2016,서초구,고등학교,외국인가정 자녀,7
2017,서초구,초등학교,국제결혼가정 자녀,132
2017,서초구,초등학교,외국인가정 자녀,8
2017,서초구,중학교,국제결혼가정 자녀,32
2017,서초구,중학교,외국인가정 자녀,2
2017,서초구,고등학교,국제결혼가정 자녀,26
2017,서초구,고등학교,외국인가정 자녀,3
2018,서초구,초등학교,국제결혼가정 자녀,155
2018,서초구,초등학교,외국인가정 자녀,10
2018,서초구,중학교,국제결혼가정 자녀,27
2018,서초구,중학교,외국인가정 자녀,3
2018,서초구,고등학교,국제결혼가정 자녀,23
2019,서초구,초등학교,국제결혼가정 자녀,153
2019,서초구,초등학교,외국인가정 자녀,13
2019,서초구,중학교,국제결혼가정 자녀,32
2019,서초구,중학교,외국인가정 자녀,4
2019,서초구,고등학교,국제결혼가정 자녀,20
2019,서초구,고등학교,외국인가정 자녀,3
2020,서초구,초등학교,국제결혼가정 자녀,156
2020,서초구,초등학교,외국인가정 자녀,20
2020,서초구,중학교,국제결혼가정 자녀,39
2020,서초구,중학교,외국인가정 자녀,7
2020,서초구,고등학교,국제결혼가정 자녀,26
2020,서초구,고등학교,외국인가정 자녀,3
2021,서초구,초등학교,국제결혼가정 자녀,151
2021,서초구,초등학교,외국인가정 자녀,15
2021,서초구,중학교,국제결혼가정 자녀,39
2021,서초구,중학교,외국인가정 자녀,4
2021,서초구,고등학교,국제결혼가정 자녀,32
2021,서초구,고등학교,외국인가정 자녀,1
2022,서초구,초등학교,국제결혼가정 자녀,154
2022,서초구,초등학교,외국인가정 자녀,14
2022,서초구,중학교,국제결혼가정 자녀,52
2022,서초구,중학교,외국인가정 자녀,4
2022,서초구,고등학교,국제결혼가정 자녀,25
2022,서초구,고등학교,외국인가정 자녀,7
2023,서초구,초등학교,국제결혼가정 자녀,160
2023,서초구,초등학교,외국인가정 자녀,15
2023,서초구,중학교,국제결혼가정 자녀,53
2023,서초구,중학교,외국인가정 자녀,1
2023,서초구,고등학교,국제결혼가정 자녀,15
2023,서초구,고등학교,외국인가정 자녀,5
2013,성동구,초등학교,국제결혼가정 자녀,205
2013,성동구,초등학교,외국인가정 자녀,39
2013,성동구,중학교,국제결혼가정 자녀,42
2013,성동구,중학교,외국인가정 자녀,3
2013,성동구,고등학교,국제결혼가정 자녀,17
2013,성동구,고등학교,외국인가정 자녀,6
2014,성동구,초등학교,국제결혼가정 자녀,246
2014,성동구,초등학교,외국인가정 자녀,37
2014,성동구,중학교,국제결혼가정 자녀,39
2014,성동구,중학교,외국인가정 자녀,3
2014,성동구,고등학교,국제결혼가정 자녀,33
2014,성동구,고등학교,외국인가정 자녀,3
2015,성동구,초등학교,국제결혼가정 자녀,274
2015,성동구,초등학교,외국인가정 자녀,51
2015,성동구,중학교,국제결혼가정 자녀,35
2015,성동구,중학교,외국인가정 자녀,9
2015,성동구,고등학교,국제결혼가정 자녀,34
2015,성동구,고등학교,외국인가정 자녀,7
2016,성동구,초등학교,국제결혼가정 자녀,308
2016,성동구,초등학교,외국인가정 자녀,66
2016,성동구,중학교,국제결혼가정 자녀,46
2016,성동구,중학교,외국인가정 자녀,12
2016,성동구,고등학교,국제결혼가정 자녀,41
2016,성동구,고등학교,외국인가정 자녀,2
2017,성동구,초등학교,국제결혼가정 자녀,335
2017,성동구,초등학교,외국인가정 자녀,57
2017,성동구,중학교,국제결혼가정 자녀,70
2017,성동구,중학교,외국인가정 자녀,17
2017,성동구,고등학교,국제결혼가정 자녀,33
2017,성동구,고등학교,외국인가정 자녀,2
2018,성동구,초등학교,국제결혼가정 자녀,322
2018,성동구,초등학교,외국인가정 자녀,95
2018,성동구,중학교,국제결혼가정 자녀,82
2018,성동구,중학교,외국인가정 자녀,27
2018,성동구,고등학교,국제결혼가정 자녀,28
2018,성동구,고등학교,외국인가정 자녀,7
2019,성동구,초등학교,국제결혼가정 자녀,370
2019,성동구,초등학교,외국인가정 자녀,100
2019,성동구,중학교,국제결혼가정 자녀,88
2019,성동구,중학교,외국인가정 자녀,30
2019,성동구,고등학교,국제결혼가정 자녀,25
2019,성동구,고등학교,외국인가정 자녀,10
2020,성동구,초등학교,국제결혼가정 자녀,345
2020,성동구,초등학교,외국인가정 자녀,98
2020,성동구,중학교,국제결혼가정 자녀,91
2020,성동구,중학교,외국인가정 자녀,33
2020,성동구,고등학교,국제결혼가정 자녀,30
2020,성동구,고등학교,외국인가정 자녀,8
2021,성동구,초등학교,국제결혼가정 자녀,333
2021,성동구,초등학교,외국인가정 자녀,116
2021,성동구,중학교,국제결혼가정 자녀,100
2021,성동구,중학교,외국인가정 자녀,30
2021,성동구,고등학교,국제결혼가정 자녀,33
2021,성동구,고등학교,외국인가정 자녀,9
2022,성동구,초등학교,국제결혼가정 자녀,315
2022,성동구,초등학교,외국인가정 자녀,124
2022,성동구,중학교,국제결혼가정 자녀,107
2022,성동구,중학교,외국인가정 자녀,28
2022,성동구,고등학교,국제결혼가정 자녀,41
2022,성동구,고등학교,외국인가정 자녀,6
2023,성동구,초등학교,국제결혼가정 자녀,298
2023,성동구,초등학교,외국인가정 자녀,130
2023,성동구,중학교,국제결혼가정 자녀,111
2023,성동구,중학교,외국인가정 자녀,43
2023,성동구,고등학교,국제결혼가정 자녀,42
2023,성동구,고등학교,외국인가정 자녀,15
2013,성북구,초등학교,국제결혼가정 자녀,222
2013,성북구,초등학교,외국인가정 자녀,39
2013,성북구,중학교,국제결혼가정 자녀,49
2013,성북구,중학교,외국인가정 자녀,12
2013,성북구,고등학교,국제결혼가정 자녀,26
2013,성북구,고등학교,외국인가정 자녀,4
2014,성북구,초등학교,국제결혼가정 자녀,267
2014,성북구,초등학교,외국인가정 자녀,20
2014,성북구,중학교,국제결혼가정 자녀,55
2014,성북구,중학교,외국인가정 자녀,8
2014,성북구,고등학교,국제결혼가정 자녀,35
2014,성북구,고등학교,외국인가정 자녀,5
2015,성북구,초등학교,국제결혼가정 자녀,305
2015,성북구,초등학교,외국인가정 자녀,49
2015,성북구,중학교,국제결혼가정 자녀,57
2015,성북구,중학교,외국인가정 자녀,9
2015,성북구,고등학교,국제결혼가정 자녀,32
2015,성북구,고등학교,외국인가정 자녀,5
2016,성북구,초등학교,국제결혼가정 자녀,351
2016,성북구,초등학교,외국인가정 자녀,46
2016,성북구,중학교,국제결혼가정 자녀,61
2016,성북구,중학교,외국인가정 자녀,13
2016,성북구,고등학교,국제결혼가정 자녀,38
2016,성북구,고등학교,외국인가정 자녀,12
2017,성북구,초등학교,국제결혼가정 자녀,373
2017,성북구,초등학교,외국인가정 자녀,57
2017,성북구,중학교,국제결혼가정 자녀,76
2017,성북구,중학교,외국인가정 자녀,11
2017,성북구,고등학교,국제결혼가정 자녀,26
2017,성북구,고등학교,외국인가정 자녀,13
2018,성북구,초등학교,국제결혼가정 자녀,394
2018,성북구,초등학교,외국인가정 자녀,62
2018,성북구,중학교,국제결혼가정 자녀,87
2018,성북구,중학교,외국인가정 자녀,18
2018,성북구,고등학교,국제결혼가정 자녀,35
2018,성북구,고등학교,외국인가정 자녀,8
2019,성북구,초등학교,국제결혼가정 자녀,410
2019,성북구,초등학교,외국인가정 자녀,84
2019,성북구,중학교,국제결혼가정 자녀,111
2019,성북구,중학교,외국인가정 자녀,17
2019,성북구,고등학교,국제결혼가정 자녀,35
2019,성북구,고등학교,외국인가정 자녀,6
2020,성북구,초등학교,국제결혼가정 자녀,397
2020,성북구,초등학교,외국인가정 자녀,101
2020,성북구,중학교,국제결혼가정 자녀,129
2020,성북구,중학교,외국인가정 자녀,26
2020,성북구,고등학교,국제결혼가정 자녀,47
2020,성북구,고등학교,외국인가정 자녀,8
2021,성북구,초등학교,국제결혼가정 자녀,458
2021,성북구,초등학교,외국인가정 자녀,106
2021,성북구,중학교,국제결혼가정 자녀,145
2021,성북구,중학교,외국인가정 자녀,32
2021,성북구,고등학교,국제결혼가정 자녀,54
2021,성북구,고등학교,외국인가정 자녀,9
2022,성북구,초등학교,국제결혼가정 자녀,435
2022,성북구,초등학교,외국인가정 자녀,95
2022,성북구,중학교,국제결혼가정 자녀,155
2022,성북구,중학교,외국인가정 자녀,27
2022,성북구,고등학교,국제결혼가정 자녀,55
2022,성북구,고등학교,외국인가정 자녀,13
2023,성북구,초등학교,국제결혼가정 자녀,428
2023,성북구,초등학교,외국인가정 자녀,114
2023,성북구,중학교,국제결혼가정 자녀,132
2023,성북구,중학교,외국인가정 자녀,23
2023,성북구,고등학교,국제결혼가정 자녀,67
2023,성북구,고등학교,외국인가정 자녀,22
